"TIME","GEO","S_ADJ","AGE","UNIT","SEX","Value","Flag and Footnotes"
"2006M09","Greece","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","8.6",""
"2006M09","Spain","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Thousand persons","Total","1,770",""
"2006M09","Spain","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Percentage of active population","Total","8.1",""
"2006M09","Spain","Seasonally adjusted data, not calendar adjusted data","Total","Thousand persons","Total","1,790",""
"2006M09","Spain","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","8.2",""
"2006M09","France","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Thousand persons","Total","2,395",""
"2006M09","France","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Percentage of active population","Total","8.5",""
"2006M09","France","Seasonally adjusted data, not calendar adjusted data","Total","Thousand persons","Total","2,448",""
"2006M09","France","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","8.7",""
"2006M09","Croatia","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Thousand persons","Total","204","d"
"2006M09","Croatia","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Percentage of active population","Total","10.9","d"
"2006M09","Croatia","Seasonally adjusted data, not calendar adjusted data","Total","Thousand persons","Total","212","d"
"2006M09","Croatia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","11.4","d"
"2006M09","Italy","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Thousand persons","Total","1,684",""
"2006M09","Italy","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Percentage of active population","Total","6.9",""
"2006M09","Italy","Seasonally adjusted data, not calendar adjusted data","Total","Thousand persons","Total","1,621",""
"2006M09","Italy","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","6.6",""
"2006M09","Cyprus","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Thousand persons","Total","14",""
"2006M09","Cyprus","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Percentage of active population","Total","3.6",""
"2006M09","Cyprus","Seasonally adjusted data, not calendar adjusted data","Total","Thousand persons","Total","16",""
"2006M09","Cyprus","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","4.2",""
"2006M09","Latvia","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Thousand persons","Total","68",""
"2006M09","Latvia","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Percentage of active population","Total","6.0",""
"2006M09","Latvia","Seasonally adjusted data, not calendar adjusted data","Total","Thousand persons","Total","72",""
"2006M09","Latvia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","6.4",""
"2006M09","Lithuania","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Thousand persons","Total","86",""
"2006M09","Lithuania","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Percentage of active population","Total","5.7",""
"2006M09","Lithuania","Seasonally adjusted data, not calendar adjusted data","Total","Thousand persons","Total","85",""
"2006M09","Lithuania","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","5.6",""
"2006M09","Luxembourg","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Thousand persons","Total","10",""
"2006M09","Luxembourg","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Percentage of active population","Total","4.6",""
"2006M09","Luxembourg","Seasonally adjusted data, not calendar adjusted data","Total","Thousand persons","Total","10",""
"2006M09","Luxembourg","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","4.7",""
"2006M09","Hungary","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Thousand persons","Total","317",""
"2006M09","Hungary","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Percentage of active population","Total","7.4",""
"2006M09","Hungary","Seasonally adjusted data, not calendar adjusted data","Total","Thousand persons","Total","322",""
"2006M09","Hungary","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","7.6",""
"2006M09","Malta","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Thousand persons","Total","10",""
"2006M09","Malta","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Percentage of active population","Total","6.4",""
"2006M09","Malta","Seasonally adjusted data, not calendar adjusted data","Total","Thousand persons","Total","10",""
"2006M09","Malta","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","6.5",""
"2006M09","Netherlands","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Thousand persons","Total","393",""
"2006M09","Netherlands","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Percentage of active population","Total","4.7",""
"2006M09","Netherlands","Seasonally adjusted data, not calendar adjusted data","Total","Thousand persons","Total","398",""
"2006M09","Netherlands","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","4.8",""
"2006M09","Austria","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Thousand persons","Total","197",""
"2006M09","Austria","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Percentage of active population","Total","4.8",""
"2006M09","Austria","Seasonally adjusted data, not calendar adjusted data","Total","Thousand persons","Total","198",""
"2006M09","Austria","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","4.9",""
"2006M09","Poland","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Thousand persons","Total","2,164",""
"2006M09","Poland","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Percentage of active population","Total","12.9",""
"2006M09","Poland","Seasonally adjusted data, not calendar adjusted data","Total","Thousand persons","Total","2,199",""
"2006M09","Poland","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","13.2",""
"2006M09","Portugal","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Thousand persons","Total","496",""
"2006M09","Portugal","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Percentage of active population","Total","9.2",""
"2006M09","Portugal","Seasonally adjusted data, not calendar adjusted data","Total","Thousand persons","Total","492",""
"2006M09","Portugal","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","9.1",""
"2006M09","Romania","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Thousand persons","Total","727",""
"2006M09","Romania","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Percentage of active population","Total","7.0",""
"2006M09","Romania","Seasonally adjusted data, not calendar adjusted data","Total","Thousand persons","Total","756",""
"2006M09","Romania","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","7.5",""
"2006M09","Slovenia","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Thousand persons","Total","55",""
"2006M09","Slovenia","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Percentage of active population","Total","5.4",""
"2006M09","Slovenia","Seasonally adjusted data, not calendar adjusted data","Total","Thousand persons","Total","57",""
"2006M09","Slovenia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","5.6",""
"2006M09","Slovakia","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Thousand persons","Total","339",""
"2006M09","Slovakia","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Percentage of active population","Total","12.9",""
"2006M09","Slovakia","Seasonally adjusted data, not calendar adjusted data","Total","Thousand persons","Total","335",""
"2006M09","Slovakia","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","12.8",""
"2006M09","Finland","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Thousand persons","Total","179",""
"2006M09","Finland","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Percentage of active population","Total","6.8",""
"2006M09","Finland","Seasonally adjusted data, not calendar adjusted data","Total","Thousand persons","Total","200",""
"2006M09","Finland","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","7.5",""
"2006M09","Sweden","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Thousand persons","Total","291",""
"2006M09","Sweden","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Percentage of active population","Total","6.1",""
"2006M09","Sweden","Seasonally adjusted data, not calendar adjusted data","Total","Thousand persons","Total","318",""
"2006M09","Sweden","Seasonally adjusted data, not calendar adjusted data","Total","Percentage of active population","Total","6.7",""
"2006M09","United Kingdom","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Thousand persons","Total","1,731",""
"2006M09","United Kingdom","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Total","Percentage of active population","Total","5.6",""
"2006M09","United Kingdom","Seasonally adjusted data, not calendar adjusted data","Total","Thousand persons","Total","1,662",""
